"","stA","MLST","frequency"
"77792","6A","925",1
"77836","19F","926",1
"77973","42","928",1
"78011","14","930",1
"78184","9N","931",1
"78216","19F","932",1
"78226","23F","932",1
"78375","9V","933",1
"78444","4","934",1
"78501","19F","935",1
"78648","6B","937",1
"78686","18C","938",1
"78783","19A","944",1
"78846","8","944",1
"78891","23F","945",1
"78986","23F","946",1
"79123","6B","947",1
"79218","6B","948",1
"79219","6C/D","948",1
"79246","14","949",1
"79366","23F","950",1
"79461","23F","951",1
"79531","14","952",1
"79693","6B","953",1
"79746","23F","955",1
"79841","23F","956",1
"79911","14","957",1
"80031","23F","958",1
"80126","23F","959",1
"80263","6B","960",1
"80316","23F","961",1
"80411","23F","962",1
"80548","6B","963",1
"80643","6B","964",1
"80696","23F","965",1
"80766","14","966",1
"80928","6B","967",1
"81023","6B","968",1
"81118","6B","969",1
"81146","14","971",1
"81308","6B","972",1
"81403","6B","973",1
"81498","6B","974",1
"81551","23F","975",1
"81606","1","976",1
"81688","6B","976",1
"81741","23F","977",1
"81836","23F","978",1
"81973","6B","979",1
"82044","33F","981",1
"82162","6A","982",1
"82164","6C/D","982",1
"82206","19F","983",1
"82216","23F","983",1
"82285","13","984",1
"82434","4","985",1
"82491","19F","986",1
"82638","6B","987",1
"82681","19F","988",1
"82691","23F","988",1
"82758","12B","989",1
"82759","12F","989",1
"82822","46","989",1
"82828","6B","989",1
"82923","6B","990",1
"82952","15A","991",1
"83069","23A","992",1
"83194","4","993",1
"83248","19A","994",1
"83250","19C","994",1
"83336","16F","995",1
"83426","14","996",1
"83536","19F","997",1
"83618","15B/C","1001",1
"83778","6B","1002",1
"83841","3","1003",1
"83906","16F","1004",1
"84032","31","1005",1
"84106","19F","1006",1
"84198","19A","1007",1
"84359","9N","1008",1
"84367","11B","1009",1
"84461","11A","1010",1
"84496","23F","1010",1
"84589","23A","1011",1
"84651","11A","1012",1
"84666","16F","1012",1
"84683","22F","1012",1
"84696","3","1012",1
"84700","33A","1012",1
"84704","33F","1012",1
"84736","8","1012",1
"84823","6B","1013",1
"84917","6A","1014",1
"84919","6C/D","1014",1
"84926","8","1014",1
"84990","34","1015",1
"85051","18C","1016",1
"85146","18C","1017",1
"85253","22F","1018",1
"85392","6A","1019",1
"85468","35C","1020",1
"85589","7B/C","1021",1
"85664","4","1022",1
"85780","7F","1023",1
"85836","3","1024",1
"85898","15B/C","1025",1
"85911","19F","1025",1
"85931","3","1025",1
"86006","19F","1027",1
"86134","35F","1028",1
"86196","19F","1029",1
"86261","1","1031",1
"86438","6B","1032",1
"86509","33F","1033",1
"86516","37","1033",1
"86576","19F","1035",1
"86640","9V","1035",1
"86668","19A","1036",1
"86723","6B","1036",1
"86817","6A","1037",1
"86869","23A","1040",1
"86985","34","1041",1
"87036","14","1042",1
"87131","14","1043",1
"87251","23F","1044",1
"87336","19F","1045",1
"87460","34","1046",1
"87526","19F","1047",1
"87621","19F","1048",1
"87767","6A","1049",1
"87786","11A","1050",1
"87916","23F","1051",1
"88053","6B","1052",1
"88148","6B","1053",1
"88188","19A","1054",1
"88338","6B","1056",1
"88388","22F","1057",1
"88528","6B","1058",1
"88581","23F","1059",1
"88718","6B","1060",1
"88719","6C/D","1060",1
"88761","19F","1061",1
"88840","13","1062",1
"88948","19A","1063",1
"89056","23F","1064",1
"89192","6A","1065",1
"89246","23F","1066",1
"89341","23F","1067",1
"89382","6A","1067",1
"89477","6A","1068",1
"89518","19A","1069",1
"89667","6A","1070",1
"89706","18C","1071",1
"89858","6B","1072",1
"89896","18C","1073",1
"89991","18C","1074",1
"90086","18C","1075",1
"90171","14","1076",1
"90266","14","1077",1
"90362","15A","1078",1
"90386","23F","1078",1
"90456","14","1079",1
"90551","14","1080",1
"90661","19F","1081",1
"90756","19F","1082",1
"90866","25F","1083",1
"90946","19F","1084",1
"91093","6B","1085",1
"91188","6B","1086",1
"91231","19F","1087",1
"91378","6B","1088",1
"91473","6B","1089",1
"91567","6A","1090",1
"91662","6A","1091",1
"91737","35B","1092",1
"91757","6A","1092",1
"91758","6B","1092",1
"91759","6C/D","1092",1
"91852","6A","1093",1
"91853","6B","1093",1
"91947","6A","1094",1
"91948","6B","1094",1
"91950","6E","1094",1
"92042","6A","1095",1
"92137","6A","1096",1
"92233","6B","1097",1
"92327","6A","1098",1
"92423","6B","1099",1
"92518","6B","1100",1
"92612","6A","1101",1
"92707","6A","1102",1
"92802","6A","1103",1
"92898","6B","1104",1
"92926","14","1105",1
"93021","14","1106",1
"93116","14","1107",1
"93211","14","1108",1
"93306","14","1109",1
"93476","8","1110",1
"93532","31","1111",1
"93665","7F","1113",1
"93753","6B","1115",1
"93816","3","1116",1
"93875","13","1117",1
"93983","19A","1118",1
"94101","3","1119",1
"94116","37","1119",1
"94227","6A","1120",1
"94323","6B","1121",1
"94425","7F","1122",1
"94513","6B","1123",1
"94608","6B","1124",1
"94703","6B","1125",1
"94783","39","1126",1
"94893","6B","1127",1
"94988","6B","1128",1
"95083","6B","1129",1
"95178","6B","1130",1
"95218","19A","1131",1
"95221","19F","1131",1
"95368","6B","1132",1
"95463","6B","1133",1
"95516","23F","1134",1
"95653","6B","1135",1
"95746","5","1137",1
"95811","3","1138",1
"95938","6B","1139",1
"96017","38","1140",1
"96127","6A","1141",1
"96235","9V","1142",1
"96266","19F","1143",1
"96286","3","1143",1
"96317","6A","1143",1
"96345","13","1144",1
"96461","21","1145",1
"96561","23F","1146",1
"96570","29","1146",1
"96582","35B","1146",1
"96677","35B","1147",1
"96800","7F","1148",1
"96836","19F","1149",1
"96982","6A","1150",1
"96984","6C/D","1150",1
"97023","19A","1151",1
"97172","6A","1152",1
"97224","23A","1157",1
"97363","6B","1158",1
"97403","19A","1159",1
"97486","14","1160",1
"97581","14","1161",1
"97743","6B","1162",1
"97786","19F","1163",1
"97901","3","1165",1
"97932","6A","1165",1
"97986","23F","1166",1
"98068","19A","1167",1
"98071","19F","1167",1
"98218","6B","1168",1
"98269","23A","1169",1
"98356","19F","1170",1
"98451","19F","1171",1
"98597","6A","1172",1
"98641","19F","1173",1
"98706","1","1174",1
"98882","6A","1175",1
"98985","7F","1176",1
"99073","6B","1177",1
"99154","4","1178",1
"99221","23F","1179",1
"99281","11A","1180",1
"99465","9V","1184",1
"99560","9V","1185",1
"99626","37","1187",1
"99696","23F","1188",1
"99833","6B","1189",1
"99927","6A","1190",1
"99957","15A","1191",1
"100051","14","1192",1
"100225","9V","1193",1
"100251","18C","1196",1
"100414","9N","1197",1
"100446","19F","1198",1
"100569","33F","1199",1
"100633","19A","1201",1
"100636","19F","1201",1
"100694","7B/C","1201",1
"100716","14","1202",1
"100826","19F","1203",1
"100952","35B","1204",1
"101067","6A","1205",1
"101174","9N","1206",1
"101264","7B/C","1207",1
"101272","10A","1208",1
"101448","6B","1209",1
"101478","15B/C","1210",1
"101637","6A","1211",1
"101691","23F","1212",1
"101761","14","1213",1
"101856","14","1214",1
"101966","19F","1217",1
"102061","19F","1218",1
"102131","11A","1219",1
"102271","3","1220",1
"102331","14","1221",1
"102384","4","1221",1
"102479","4","1222",1
"102586","5","1223",1
"102683","6B","1224",1
"102790","9V","1225",1
"102792","10A","1226",1
"102901","14","1227",1
"103031","3","1230",1
"103077","10A","1231",1
"103194","18A","1232",1
"103291","18C","1233",1
"103301","21","1233",1
"103443","6B","1235",1
"103496","23F","1237",1
"103576","18C","1238",1
"103646","1","1239",1
"103823","6B","1240",1
"103851","14","1241",1
"103956","18C","1242",1
"104120","9V","1243",1
"104158","22F","1244",1
"104256","23F","1245",1
"104326","14","1246",1
"104406","1","1247",1
"104505","10F","1250",1
"104678","6B","1251",1
"104706","14","1252",1
"104836","3","1253",1
"104896","14","1254",1
"105000","18B","1255",1
"105001","18C","1255",1
"105153","6B","1256",1
"105196","19F","1258",1
"105275","13","1260",1
"105361","11A","1262",1
"105372","15A","1262",1
"105373","15B/C","1262",1
"105374","15F","1262",1
"105383","19A","1262",1
"105386","19F","1262",1
"105451","1","1263",1
"105452","10A","1263",1
"105454","10C","1263",1
"105481","19F","1263",1
"105501","3","1263",1
"105561","14","1264",1
"105563","15B/C","1264",1
"105681","23F","1265",1
"105826","8","1268",1
"105858","19A","1269",1
"105922","9A","1269",1
"105925","9V","1269",1
"106017","9A","1271",1
"106020","9V","1271",1
"106075","33A","1272",1
"106176","35A","1273",1
"106238","19A","1274",1
"106346","23F","1275",1
"106387","6A","1275",1
"106440","23B","1277",1
"106561","37","1279",1
"106656","37","1280",1
"106751","37","1281",1
"106811","19F","1283",1
"106958","6B","1284",1
"107052","6A","1285",1
"107148","6B","1286",1
"107243","6B","1287",1
"107337","6A","1288",1
"107433","6B","1289",1
"107489","24F","1291",1
"107622","6A","1292",1
"107624","6C/D","1292",1
"107658","17F","1293",1
"107768","22F","1294",1
"107853","19A","1295",1
"108002","6A","1296",1
"108043","19A","1297",1
"108161","3","1300",1
"108287","6A","1301",1
"108394","9N","1302",1
"108421","18C","1303",1
"108496","11A","1304",1
"108679","9N","1305",1
"108775","9V","1306",1
"108791","14","1307",1
"108896","18C","1308",1
"109034","4","1309",1
"109061","1","1310",1
"109156","1","1311",1
"109266","14","1313",1
"109361","14","1314",1
"109456","14","1315",1
"109536","1","1316",1
"109721","8","1317",1
"109816","8","1318",1
"109911","8","1319",1
"109997","6A","1320",1
"110079","4","1321",1
"110106","1","1322",1
"110201","1","1323",1
"110311","14","1324",1
"110391","1","1325",1
"110575","7F","1326",1
"110581","1","1327",1
"110676","1","1328",1
"110837","38","1329",1
"110879","12F","1330",1
"110961","1","1331",1
"111083","19A","1332",1
"111233","6B","1333",1
"111328","6B","1334",1
"111431","8","1335",1
"111463","19A","1336",1
"111474","23A","1336",1
"111568","22F","1337",1
"111664","23A","1338",1
"111748","19A","1339",1
"111802","6A","1339",1
"111846","19F","1340",1
"111938","19A","1341",1
"112055","29","1342",1
"112069","35F","1342",1
"112126","18C","1343",1
"112246","3","1344",1
"112291","1","1346",1
"112447","35B","1347",1
"112563","6B","1348",1
"112603","19A","1349",1
"112614","23A","1349",1
"112615","23B","1349",1
"112752","6A","1350",1
"112796","19F","1351",1
"112912","31","1352",1
"113024","4","1353",1
"113081","19F","1354",1
"113228","6B","1355",1
"113266","18C","1356",1
"113430","9V","1357",1
"113456","18C","1358",1
"113458","19A","1358",1
"113466","21","1358",1
"113556","19F","1359",1
"113702","6A","1360",1
"113704","6C/D","1360",1
"113741","18C","1361",1
"113825","13","1362",1
"113987","6A","1363",1
"114041","23F","1364",1
"114108","12B","1365",1
"114159","35F","1365",1
"114196","11A","1367",1
"114245","33A","1367",1
"114249","33F","1367",1
"114349","35F","1368",1
"114462","6A","1369",1
"114491","14","1370",1
"114611","23F","1371",1
"114703","22F","1372",1
"114788","19A","1373",1
"114791","19F","1373",1
"114800","23B","1373",1
"114883","19A","1374",1
"115044","9N","1375",1
"115059","12F","1376",1
"115191","3","1377",1
"115317","6A","1378",1
"115412","6A","1379",1
"115414","6C/D","1379",1
"115516","8","1380",1
"115546","18C","1381",1
"115636","16F","1382",1
"115726","14","1383",1
"115887","6A","1384",1
"115916","14","1385",1
"116011","14","1386",1
"116149","33F","1387",1
"116216","19F","1388",1
"116321","23F","1389",1
"116403","19A","1390",1
"116457","6A","1390",1
"116459","6C/D","1390",1
"116553","6B","1391",1
"116596","19F","1392",1
"116701","23F","1393",1
"116838","6B","1394",1
"116940","7F","1395",1
"116950","10F","1399",1
"117121","5","1400",1
"117197","35B","1401",1
"117312","6A","1402",1
"117408","6B","1403",1
"117503","6B","1404",1
"117598","6B","1405",1
"117693","6B","1406",1
"117736","19F","1407",1
"117831","19F","1408",1
"117926","19F","1409",1
"118021","19F","1410",1
"118116","19F","1411",1
"118211","19F","1412",1
"118306","19F","1413",1
"118401","19F","1414",1
"118493","19A","1415",1
"118496","19F","1415",1
"118591","19F","1416",1
"118683","19A","1417",1
"118686","19F","1417",1
"118781","19F","1418",1
"118876","19F","1419",1
"118971","19F","1420",1
"119066","19F","1421",1
"119161","19F","1422",1
"119256","19F","1423",1
"119403","6B","1424",1
"119446","19F","1425",1
"119538","19A","1426",1
"119626","16F","1427",1
"119731","19F","1428",1
"119826","19F","1429",1
"119921","19F","1430",1
"120001","14","1431",1
"120111","19F","1432",1
"120206","19F","1433",1
"120301","19F","1434",1
"120406","23F","1435",1
"120501","23F","1436",1
"120596","23F","1437",1
"120678","19A","1438",1
"120805","34","1439",1
"120923","6B","1440",1
"120976","23F","1441",1
"121071","23F","1442",1
"121166","23F","1443",1
"121261","23F","1444",1
"121356","23F","1445",1
"121441","19F","1446",1
"121546","23F","1447",1
"121567","35B","1447",1
"121587","6A","1447",1
"121631","19F","1448",1
"121639","23A","1448",1
"121640","23B","1448",1
"121723","19A","1449",1
"121818","19A","1451",1
"121968","6B","1452",1
"122011","19F","1453",1
"122165","7F","1454",1
"122201","19F","1455",1
"122296","19F","1456",1
"122391","19F","1457",1
"122486","19F","1458",1
"122578","19A","1459",1
"122581","19F","1459",1
"122676","19F","1460",1
"122771","19F","1461",1
"122866","19F","1462",1
"122961","19F","1463",1
"123053","19A","1464",1
"123056","19F","1464",1
"123151","19F","1465",1
"123246","19F","1466",1
"123341","19F","1467",1
"123456","3","1468",1
"123569","4","1469",1
"123633","22F","1470",1
"123721","19F","1471",1
"123811","18C","1472",1
"123908","19A","1475",1
"123927","27","1475",1
"124057","6A","1476",1
"124086","14","1477",1
"124233","39","1478",1
"124301","23F","1479",1
"124446","8","1480",1
"124510","34","1481",1
"124586","23F","1482",1
"124723","6B","1483",1
"124825","7F","1484",1
"124867","22A","1485",1
"125007","6A","1486",1
"125051","19F","1487",1
"125184","4","1488",1
"125241","19F","1489",1
"125388","6B","1490",1
"125489","7B/C","1491",1
"125511","14","1492",1
"125650","34","1493",1
"125724","23A","1494",1
"125803","17F","1495",1
"125965","7F","1496",1
"125972","10A","1497",1
"126101","21","1498",1
"126201","23F","1499",1
"126296","23F","1500",1
"126337","6A","1500",1
"126410","34","1501",1
"126463","15B/C","1502",1
"126589","28F","1503",1
"126668","2","1504",1
"126813","6B","1505",1
"126866","23F","1506",1
"126971","3","1507",1
"127031","14","1508",1
"127193","6B","1509",1
"127211","11A","1510",1
"127351","3","1511",1
"127426","19F","1512",1
"127549","33F","1514",1
"127611","18C","1515",1
"127706","18C","1516",1
"127803","19A","1518",1
"127858","6B","1518",1
"127860","6E","1518",1
"127903","2","1519",1
"127996","19F","1521",1
"128141","5","1522",1
"128181","18C","1524",1
"128278","19A","1525",1
"128386","23F","1526",1
"128454","12F","1527",1
"128551","14","1528",1
"128646","14","1529",1
"128756","19F","1531",1
"128861","23F","1532",1
"128946","19F","1533",1
"128999","6C/D","1533",1
"129041","19F","1534",1
"129146","23F","1535",1
"129194","7B/C","1535",1
"129283","6B","1536",1
"129285","6E","1536",1
"129311","14","1537",1
"129472","6A","1538",1
"129473","6B","1538",1
"129568","6B","1539",1
"129663","6B","1542",1
"129758","6B","1544",1
"129801","19F","1545",1
"129893","19A","1546",1
"130042","6A","1547",1
"130138","6B","1548",1
"130166","14","1549",1
"130328","6B","1550",1
"130342","10A","1551",1
"130423","6B","1551",1
"130530","9V","1552",1
"130538","11C","1553",1
"130619","7B/C","1553",1
"130625","9V","1553",1
"130708","6B","1554",1
"130803","6B","1555",1
"130831","14","1556",1
"130993","6B","1557",1
"131002","9A","1557",1
"131033","19A","1558",1
"131128","19A","1559",1
"131279","6C/D","1560",1
"131306","14","1561",1
"131401","14","1562",1
"131496","14","1563",1
"131591","14","1564",1
"131698","19A","1565",1
"131848","6B","1566",1
"131950","7F","1567",1
"131973","15B/C","1568",1
"132066","14","1569",1
"132101","3","1569",1
"132142","9A","1569",1
"132145","9V","1569",1
"132146","1","1570",1
"132335","9V","1571",1
"132430","9V","1572",1
"132512","6A","1573",1
"132556","19F","1574",1
"132651","19F","1575",1
"132732","15A","1576",1
"132827","15A","1577",1
"132828","15B/C","1577",1
"132936","19F","1578",1
"133094","9N","1579",1
"133126","19F","1580",1
"133221","19F","1581",1
"133301","14","1582",1
"133411","19F","1583",1
"133506","19F","1584",1
"133601","19F","1585",1
"133754","7B/C","1586",1
"133788","19A","1587",1
"133905","29","1588",1
"133917","35B","1588",1
"134040","7F","1589",1
"134128","6B","1590",1
"134157","15A","1591",1
"134171","19F","1591",1
"134251","14","1592",1
"134371","23F","1593",1
"134441","14","1594",1
"134561","23F","1595",1
"134656","23F","1596",1
"134711","1","1597",1
"134846","23F","1598",1
"134982","6A","1599",1
"135077","6A","1600",1
"135079","6C/D","1600",1
"135142","31","1601",1
"135216","19F","1602",1
"135286","11A","1603",1
"135464","7B/C","1604",1
"135498","19A","1605",1
"135606","23F","1606",1
"135742","6A","1607",1
"135783","19A","1608",1
"135889","23A","1609",1
"135891","23F","1609",1
"135973","19A","1610",1
"136068","19A","1611",1
"136135","9V","1611",1
"136218","6B","1612",1
"136313","6B","1613",1
"136341","14","1614",1
"136503","6B","1615",1
"136598","6B","1616",1
"136638","19A","1619",1
"136733","19A","1620",1
"136828","19A","1621",1
"136986","8","1622",1
"137031","23F","1623",1
"137168","6B","1624",1
"137169","6C/D","1624",1
"137170","6E","1624",1
"137208","19A","1625",1
"137301","18C","1626",1
"137453","6B","1627",1
"137481","14","1628",1
"137651","8","1629",1
"137750","9V","1630",1
"137832","6A","1631",1
"137876","19F","1632",1
"137991","3","1633",1
"138073","22F","1634",1
"138136","11A","1635",1
"138194","35F","1635",1
"138307","6A","1636",1
"138338","15B/C","1637",1
"138389","4","1637",1
"138453","22F","1638",1
"138538","19A","1639",1
"138687","6A","1640",1
"138689","6C/D","1640",1
"138716","14","1641",1
"138846","3","1642",1
"138906","14","1643",1
"139045","34","1644",1
"139163","6B","1645",1
"139226","3","1646",1
"139352","6A","1647",1
"139447","6A","1648",1
"139465","10F","1649",1
"139581","18C","1650",1
"139676","18C","1651",1
"139814","4","1652",1
"139921","5","1653",1
"140028","9L","1654",1
"140089","33F","1655",1
